date,description,amount,transaction type,source_category,account name,month,category
19/04/2019 00:00,Grocery Store,10.89,debit,Groceries,Platinum Card,2019-04,groceries
22/04/2019 00:00,Brewing Company,14.4,debit,Alcohol & Bars,Silver Card,2019-04,entertainment
22/04/2019 00:00,Greek Restaurant,64.52,debit,Restaurants,Silver Card,2019-04,eating_out
23/04/2019 00:00,Hardware Store,29.56,debit,Home Improvement,Silver Card,2019-04,shopping
25/04/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-04,bills
26/04/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-04,income
27/04/2019 00:00,Brewing Company,40,debit,Alcohol & Bars,Platinum Card,2019-04,entertainment
27/04/2019 00:00,Credit Card Payment,268.96,credit,Credit Card Payment,Silver Card,2019-04,bills
27/04/2019 00:00,American Tavern,14.74,debit,Restaurants,Silver Card,2019-04,eating_out
29/04/2019 00:00,Credit Card Payment,268.96,debit,Credit Card Payment,Checking,2019-04,bills
29/04/2019 00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04,groceries
30/04/2019 00:00,BP,39.08,debit,Gas & Fuel,Platinum Card,2019-04,transport
01/05/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-05,shopping
02/05/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-05,bills
03/05/2019 00:00,Credit Card Payment,758.07,debit,Credit Card Payment,Checking,2019-05,bills
04/05/2019 00:00,Netflix,13.9,debit,Television,Platinum Card,2019-05,subscriptions
06/05/2019 00:00,Amazon,16.94,debit,Shopping,Platinum Card,2019-05,shopping
07/05/2019 00:00,Amazon,38.56,debit,Shopping,Platinum Card,2019-05,shopping
09/05/2019 00:00,Best Buy,331.69,debit,Electronics & Software,Platinum Card,2019-05,shopping
09/05/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-05,subscriptions
09/05/2019 00:00,Target,3.2,debit,Shopping,Platinum Card,2019-05,shopping
09/05/2019 00:00,Gas Company,30,debit,Utilities,Checking,2019-05,bills
10/05/2019 00:00,Best Buy,21.39,debit,Electronics & Software,Silver Card,2019-05,shopping
10/05/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-05,bills
10/05/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-05,income
13/05/2019 00:00,Credit Card Payment,480.88,debit,Credit Card Payment,Checking,2019-05,bills
13/05/2019 00:00,QuikTrip,35.24,debit,Gas & Fuel,Silver Card,2019-05,transport
13/05/2019 00:00,Fancy Restaurant,98.19,debit,Restaurants,Silver Card,2019-05,eating_out
13/05/2019 00:00,Greek Restaurant,23.11,debit,Restaurants,Silver Card,2019-05,eating_out
14/05/2019 00:00,Grocery Store,2.02,debit,Groceries,Silver Card,2019-05,groceries
15/05/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-05,bills
17/05/2019 00:00,Credit Card Payment,575.33,credit,Credit Card Payment,Platinum Card,2019-05,bills
17/05/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-05,bills
20/05/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-05,bills
20/05/2019 00:00,Credit Card Payment,415.47,debit,Credit Card Payment,Checking,2019-05,bills
20/05/2019 00:00,American Tavern,32.53,debit,Restaurants,Silver Card,2019-05,eating_out
24/05/2019 00:00,Credit Card Payment,765.68,credit,Credit Card Payment,Silver Card,2019-05,bills
24/05/2019 00:00,Hardware Store,27.96,debit,Home Improvement,Platinum Card,2019-05,shopping
24/05/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-05,income
24/05/2019 00:00,Brunch Restaurant,8,debit,Restaurants,Platinum Card,2019-05,eating_out
25/05/2019 00:00,QuikTrip,36.76,debit,Gas & Fuel,Platinum Card,2019-05,transport
25/05/2019 00:00,Hardware Store,30.99,debit,Home Improvement,Platinum Card,2019-05,shopping
27/05/2019 00:00,Mexican Restaurant,34.33,debit,Restaurants,Platinum Card,2019-05,eating_out
28/05/2019 00:00,Credit Card Payment,765.68,debit,Credit Card Payment,Checking,2019-05,bills
30/05/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-05,bills
30/05/2019 00:00,American Tavern,34.82,debit,Restaurants,Platinum Card,2019-05,eating_out
01/06/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-06,shopping
03/06/2019 00:00,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-06,eating_out
03/06/2019 00:00,Credit Card Payment,260.95,credit,Credit Card Payment,Platinum Card,2019-06,bills
03/06/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-06,bills
04/06/2019 00:00,Barbershop,30,debit,Haircut,Platinum Card,2019-06,health_fitness
04/06/2019 00:00,Netflix,13.9,debit,Television,Platinum Card,2019-06,subscriptions
05/06/2019 00:00,Grocery Store,23,debit,Groceries,Platinum Card,2019-06,groceries
05/06/2019 00:00,Mexican Restaurant,23.24,debit,Restaurants,Platinum Card,2019-06,eating_out
06/06/2019 00:00,Starbucks,3.75,debit,Coffee Shops,Platinum Card,2019-06,eating_out
06/06/2019 00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-06,groceries
07/06/2019 00:00,Credit Card Payment,458.56,debit,Credit Card Payment,Checking,2019-06,bills
07/06/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-06,income
07/06/2019 00:00,Gas Company,30,debit,Utilities,Checking,2019-06,bills
09/06/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-06,subscriptions
12/06/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-06,bills
13/06/2019 00:00,Credit Card Payment,152.72,credit,Credit Card Payment,Platinum Card,2019-06,bills
13/06/2019 00:00,Credit Card Payment,152.72,debit,Credit Card Payment,Checking,2019-06,bills
14/06/2019 00:00,Grocery Store,10.69,debit,Groceries,Silver Card,2019-06,groceries
15/06/2019 00:00,BP,33.16,debit,Gas & Fuel,Silver Card,2019-06,transport
17/06/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-06,bills
17/06/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-06,bills
18/06/2019 00:00,Brewing Company,15,debit,Alcohol & Bars,Silver Card,2019-06,entertainment
18/06/2019 00:00,Shell,41.83,debit,Gas & Fuel,Silver Card,2019-06,transport
19/06/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-06,bills
20/06/2019 00:00,Credit Card Payment,375.26,debit,Credit Card Payment,Checking,2019-06,bills
20/06/2019 00:00,Mike's Construction Co.,9200,debit,Home Improvement,Checking,2019-06,shopping
20/06/2019 00:00,Credit Card Payment,100.68,credit,Credit Card Payment,Silver Card,2019-06,bills
21/06/2019 00:00,Credit Card Payment,100.68,debit,Credit Card Payment,Checking,2019-06,bills
21/06/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-06,income
24/06/2019 00:00,Brewing Company,15,debit,Alcohol & Bars,Silver Card,2019-06,entertainment
28/06/2019 00:00,BP,30.64,debit,Gas & Fuel,Silver Card,2019-06,transport
30/06/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-06,bills
01/07/2019 00:00,Starbucks,7,debit,Coffee Shops,Silver Card,2019-07,eating_out
01/07/2019 00:00,Grocery Store,99.47,debit,Groceries,Silver Card,2019-07,groceries
01/07/2019 00:00,Hawaiian Grill,24.97,debit,Restaurants,Silver Card,2019-07,eating_out
01/07/2019 00:00,Thai Restaurant,24,debit,Restaurants,Silver Card,2019-07,eating_out
01/07/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-07,shopping
02/07/2019 00:00,Hardware Store,229.9,debit,Home Improvement,Platinum Card,2019-07,shopping
02/07/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-07,bills
04/07/2019 00:00,Netflix,13.9,debit,Television,Platinum Card,2019-07,subscriptions
05/07/2019 00:00,Brewing Company,19,debit,Alcohol & Bars,Silver Card,2019-07,entertainment
05/07/2019 00:00,Biweekly Paycheck,2250,credit,Paycheck,Checking,2019-07,income
06/07/2019 00:00,Credit Card Payment,220.08,credit,Credit Card Payment,Silver Card,2019-07,bills
06/07/2019 00:00,Grocery Store,92.98,debit,Groceries,Platinum Card,2019-07,groceries
06/07/2019 00:00,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2019-07,eating_out
07/07/2019 00:00,Hardware Store,103.14,debit,Home Improvement,Platinum Card,2019-07,shopping
08/07/2019 00:00,Credit Card Payment,305.28,debit,Credit Card Payment,Checking,2019-07,bills
08/07/2019 00:00,Credit Card Payment,220.08,debit,Credit Card Payment,Checking,2019-07,bills
09/07/2019 00:00,Credit Card Payment,549.72,credit,Credit Card Payment,Platinum Card,2019-07,bills
09/07/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-07,subscriptions
10/07/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-07,bills
10/07/2019 00:00,Gas Company,30,debit,Utilities,Checking,2019-07,bills
15/07/2019 00:00,Grocery Store,87.14,debit,Groceries,Silver Card,2019-07,groceries
16/07/2019 00:00,Amazon,89.99,debit,Shopping,Platinum Card,2019-07,shopping
16/07/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-07,bills
17/07/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-07,bills
18/07/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-07,bills
18/07/2019 00:00,Credit Card Payment,814.5,debit,Credit Card Payment,Checking,2019-07,bills
18/07/2019 00:00,BP,36.42,debit,Gas & Fuel,Silver Card,2019-07,transport
18/07/2019 00:00,Grocery Store,29.83,debit,Groceries,Platinum Card,2019-07,groceries
18/07/2019 00:00,Brunch Restaurant,8.82,debit,Restaurants,Platinum Card,2019-07,eating_out
19/07/2019 00:00,Credit Card Payment,115.52,credit,Credit Card Payment,Platinum Card,2019-07,bills
19/07/2019 00:00,Biweekly Paycheck,2250,credit,Paycheck,Checking,2019-07,income
19/07/2019 00:00,Mexican Restaurant,28,debit,Restaurants,Platinum Card,2019-07,eating_out
22/07/2019 00:00,Credit Card Payment,257.08,credit,Credit Card Payment,Silver Card,2019-07,bills
22/07/2019 00:00,Thai Restaurant,26.67,debit,Restaurants,Silver Card,2019-07,eating_out
23/07/2019 00:00,Credit Card Payment,257.08,debit,Credit Card Payment,Checking,2019-07,bills
24/07/2019 00:00,Starbucks,2.5,debit,Coffee Shops,Silver Card,2019-07,eating_out
27/07/2019 00:00,Barbershop,30,debit,Haircut,Silver Card,2019-07,health_fitness
28/07/2019 00:00,Hardware Store,44.31,debit,Home Improvement,Platinum Card,2019-07,shopping
29/07/2019 00:00,Grocery Store,5.35,debit,Groceries,Platinum Card,2019-07,groceries
29/07/2019 00:00,Fancy Restaurant,44.92,debit,Restaurants,Silver Card,2019-07,eating_out
30/07/2019 00:00,Grocery Store,15.77,debit,Groceries,Platinum Card,2019-07,groceries
30/07/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-07,bills
01/08/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-08,shopping
02/08/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-08,bills
02/08/2019 00:00,Biweekly Paycheck,2250,credit,Paycheck,Checking,2019-08,income
03/08/2019 00:00,BP,36.36,debit,Gas & Fuel,Platinum Card,2019-08,transport
03/08/2019 00:00,Grocery Store,3.96,debit,Groceries,Platinum Card,2019-08,groceries
03/08/2019 00:00,American Tavern,23.47,debit,Restaurants,Platinum Card,2019-08,eating_out
04/08/2019 00:00,Netflix,13.9,debit,Television,Platinum Card,2019-08,subscriptions
05/08/2019 00:00,Brewing Company,18,debit,Alcohol & Bars,Silver Card,2019-08,entertainment
05/08/2019 00:00,Credit Card Payment,349.28,credit,Credit Card Payment,Platinum Card,2019-08,bills
05/08/2019 00:00,Credit Card Payment,117.65,credit,Credit Card Payment,Silver Card,2019-08,bills
06/08/2019 00:00,Credit Card Payment,521.17,debit,Credit Card Payment,Checking,2019-08,bills
06/08/2019 00:00,Credit Card Payment,117.65,debit,Credit Card Payment,Checking,2019-08,bills
06/08/2019 00:00,Hardware Store,125,debit,Home Improvement,Checking,2019-08,shopping
08/08/2019 00:00,Grocery Store,11.72,debit,Groceries,Silver Card,2019-08,groceries
09/08/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-08,subscriptions
09/08/2019 00:00,Gas Company,30,debit,Utilities,Checking,2019-08,bills
12/08/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-08,bills
12/08/2019 00:00,Thai Restaurant,26.67,debit,Restaurants,Silver Card,2019-08,eating_out
14/08/2019 00:00,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,eating_out
15/08/2019 00:00,Credit Card Payment,335.2,debit,Credit Card Payment,Checking,2019-08,bills
15/08/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-08,bills
16/08/2019 00:00,Biweekly Paycheck,2250,credit,Paycheck,Checking,2019-08,income
16/08/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-08,bills
17/08/2019 00:00,Credit Card Payment,87.17,credit,Credit Card Payment,Platinum Card,2019-08,bills
17/08/2019 00:00,Grocery Store,33.15,debit,Groceries,Platinum Card,2019-08,groceries
17/08/2019 00:00,Barbershop,19,debit,Haircut,Platinum Card,2019-08,health_fitness
17/08/2019 00:00,American Tavern,3.5,debit,Restaurants,Platinum Card,2019-08,eating_out
19/08/2019 00:00,Credit Card Payment,1248.95,debit,Credit Card Payment,Checking,2019-08,bills
20/08/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-08,bills
20/08/2019 00:00,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,eating_out
21/08/2019 00:00,Shell,34.69,debit,Gas & Fuel,Platinum Card,2019-08,transport
23/08/2019 00:00,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,eating_out
25/08/2019 00:00,Brunch Restaurant,39.43,debit,Restaurants,Platinum Card,2019-08,eating_out
26/08/2019 00:00,Hardware Store,66.75,debit,Home Improvement,Silver Card,2019-08,shopping
29/08/2019 00:00,Starbucks,3,debit,Coffee Shops,Platinum Card,2019-08,eating_out
30/08/2019 00:00,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,eating_out
30/08/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-08,bills
30/08/2019 00:00,Biweekly Paycheck,2250,credit,Paycheck,Checking,2019-08,income
31/08/2019 00:00,Hardware Store,68.04,debit,Home Improvement,Platinum Card,2019-08,shopping
31/08/2019 00:00,BBQ Restaurant,41.78,debit,Restaurants,Silver Card,2019-08,eating_out
01/09/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-09,shopping
03/09/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-09,bills
03/09/2019 00:00,Fancy Restaurant,41.24,debit,Restaurants,Silver Card,2019-09,eating_out
04/09/2019 00:00,Netflix,13.9,debit,Television,Platinum Card,2019-09,subscriptions
05/09/2019 00:00,Starbucks,3.75,debit,Coffee Shops,Platinum Card,2019-09,eating_out
06/09/2019 00:00,Credit Card Payment,1390.37,credit,Credit Card Payment,Platinum Card,2019-09,bills
06/09/2019 00:00,Credit Card Payment,1390.37,debit,Credit Card Payment,Checking,2019-09,bills
06/09/2019 00:00,Credit Card Payment,502.75,debit,Credit Card Payment,Checking,2019-09,bills
07/09/2019 00:00,Brewing Company,12.87,debit,Alcohol & Bars,Platinum Card,2019-09,entertainment
08/09/2019 00:00,Brewing Company,19.3,debit,Alcohol & Bars,Platinum Card,2019-09,entertainment
09/09/2019 00:00,Shell,28.77,debit,Gas & Fuel,Platinum Card,2019-09,transport
09/09/2019 00:00,Grocery Store,65.09,debit,Groceries,Silver Card,2019-09,groceries
09/09/2019 00:00,Hardware Store,26.25,debit,Home Improvement,Silver Card,2019-09,shopping
09/09/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-09,subscriptions
09/09/2019 00:00,Gas Company,30,debit,Utilities,Checking,2019-09,bills
11/09/2019 00:00,Credit Card Payment,360.56,credit,Credit Card Payment,Silver Card,2019-09,bills
11/09/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-09,bills
12/09/2019 00:00,Credit Card Payment,360.56,debit,Credit Card Payment,Checking,2019-09,bills
13/09/2019 00:00,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-09,eating_out
13/09/2019 00:00,Biweekly Paycheck,2250,credit,Paycheck,Checking,2019-09,income
14/09/2019 00:00,Grocery Store,46.44,debit,Groceries,Platinum Card,2019-09,groceries
15/09/2019 00:00,Amazon,47.66,debit,Shopping,Platinum Card,2019-09,shopping
16/09/2019 00:00,Credit Card Payment,90.57,debit,Credit Card Payment,Checking,2019-09,bills
16/09/2019 00:00,Credit Card Payment,90.57,credit,Credit Card Payment,Silver Card,2019-09,bills
16/09/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-09,bills
17/09/2019 00:00,Credit Card Payment,186.13,credit,Credit Card Payment,Platinum Card,2019-09,bills
17/09/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-09,bills
18/09/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-09,bills
18/09/2019 00:00,Credit Card Payment,1606.46,debit,Credit Card Payment,Checking,2019-09,bills
19/09/2019 00:00,Brewing Company,40.81,debit,Alcohol & Bars,Platinum Card,2019-09,entertainment
19/09/2019 00:00,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-09,eating_out
20/09/2019 00:00,Credit Card Payment,9.43,credit,Credit Card Payment,Silver Card,2019-09,bills
22/09/2019 00:00,Seafood Restaurant,131.1,debit,Restaurants,Platinum Card,2019-09,eating_out
23/09/2019 00:00,Credit Card Payment,9.43,debit,Credit Card Payment,Checking,2019-09,bills
23/09/2019 00:00,Grocery Store,27.71,debit,Groceries,Platinum Card,2019-09,groceries
23/09/2019 00:00,Amazon,24.63,debit,Shopping,Platinum Card,2019-09,shopping
27/09/2019 00:00,Biweekly Paycheck,2250,credit,Paycheck,Checking,2019-09,income
28/09/2019 00:00,BP,33.46,debit,Gas & Fuel,Platinum Card,2019-09,transport
28/09/2019 00:00,Sheetz,4.27,debit,Gas & Fuel,Platinum Card,2019-09,transport
30/09/2019 00:00,Starbucks,1.75,debit,Coffee Shops,Platinum Card,2019-09,eating_out
30/09/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-09,bills
