date,description,amount,category
2026-04-12,APPLE ICLOUD REF 389196,-23.68,subscriptions
2026-03-14,DELIVEROO  ORDER  UK  REF  273637,-13.05,eating_out
2026-04-05,SKY * STORE * MOVIE * CAMDEN,-99.2,entertainment
2026-04-12,NETFLIX.COM BIRMINGHAM,-28.37,subscriptions
2026-04-29,PRET A MANGER CARD PAYMENT,-14.67,eating_out
2026-06-17,TICKETMASTER UK OXFORD ST,-62.9,entertainment
2026-03-13,TICKETMASTER UK UK REF 568719 CARD PAYMENT,-70.3,entertainment
2026-03-25,puregym membership london ref 544157 card payment,-29.95,health_fitness
2026-04-08,VISION  EXPRESS  REF  824073 CARD PAYMENT,-84.11,health_fitness
2026-01-01,ASDA  GROCERIES  REF  209573,-54.14,groceries
2026-01-03,BRITISH GAS REF 976433,-118.36,bills
2026-03-22,bonus payment ref 501143 card payment,2558.57,income
2026-02-18,BP  FUEL  CAMDEN  REF  214214 CARD PAYMENT,-41.57,transport
2026-03-10,O2 MOBILE BILL ONLINE REF 684932,-62.56,bills
2026-04-09,BRITISH  GAS  BIRMINGHAM CARD PAYMENT,-106.19,bills
2026-06-12,SHELL *  * PETROL *  * STATION *  * CAMDEN *  * REF *  * 649665 * CARD * PAYMENT,-30.36,transport
2026-05-27,DENTAL PRACTICE ONLINE REF 108919,-82.2,health_fitness
2026-05-22,UBER  TRIP  HELP.UBER.COM  LONDON,-26.57,transport
2026-06-10,UBER EATS,-42.64,eating_out
2026-04-15,ee  mobile,-68.89,bills
2026-01-17,CASHBACK REWARD VICTORIA,2007.89,income
2026-04-23,disney plus uk ref 571557,-3.25,subscriptions
2026-06-28,ALDI  STORE  ONLINE  REF  317950,-56.14,groceries
2026-02-06,holland and barrett online,-14.54,health_fitness
2026-03-31,H&M *  * CLOTHING *  * LONDON,-153.56,shopping
2026-02-11,GO  APE  ACTIVITY,-67.27,entertainment
2026-02-05,TICKETMASTER UK CAMDEN REF 183973,-80.09,entertainment
2026-03-07,COUNCIL TAX PAYMENT REF 40569 CARD PAYMENT,-63.73,bills
2026-01-18,BP FUEL CARD PAYMENT,-5.51,transport
2026-05-24,audible * uk * camden * ref * 211040,-9.97,subscriptions
2026-02-07,VISION * EXPRESS * CAMDEN,-71.53,health_fitness
2026-06-29,NEXT RETAIL CARD PAYMENT,-51.92,shopping
2026-03-14,UBER EATS,-41.93,eating_out
2026-01-07,odeon cinema london,-34.72,entertainment
2026-05-23,EDF  ENERGY  BILL  ONLINE  REF  331201,-110.82,bills
2026-01-18,AMAZON MARKETPLACE,-10.24,shopping
2026-02-06,JOHN * LEWIS * ONLINE * CAMDEN,-129.63,shopping
2026-06-13,UBER TRIP HELP.UBER.COM REF 58219,-20.36,transport
2026-03-02,VIRGIN MEDIA BILL ONLINE,-109.4,bills
2026-01-23,AMAZON PRIME UK BIRMINGHAM REF 650253,-15.41,subscriptions
2026-04-04,trainline  ref  457068,-48.9,transport
2026-04-03,NETFLIX.COM REF 570460 CARD PAYMENT,-11.29,subscriptions
2026-03-29,EE *  * MOBILE *  * MANCHESTER *  * REF *  * 58187,-69.59,bills
2026-04-13,WAITROSE * SUPERMARKET,-26.6,groceries
2026-02-08,PUREGYM MEMBERSHIP MANCHESTER CARD PAYMENT,-83.13,health_fitness
2026-05-02,AMAZON PRIME UK VICTORIA REF 667275,-14.49,subscriptions
2026-03-08,SKY  STORE  MOVIE  OXFORD  ST  REF  299624,-22.78,entertainment
2026-06-21,TRAINLINE  ONLINE CARD PAYMENT,-16.49,transport
2026-02-02,EDF ENERGY BILL REF 797456 CARD PAYMENT,-147.68,bills
2026-05-14,APPLE ICLOUD UK REF 601495 CARD PAYMENT,-28.8,subscriptions
2026-06-21,ASDA GROCERIES CAMDEN,-42.71,groceries
2026-06-25,WAITROSE  SUPERMARKET  UK,-57.24,groceries
2026-01-29,BONUS  PAYMENT  LONDON  REF  188410,111.67,income
2026-06-11,NATIONAL RAIL TICKET,-15.28,transport
2026-03-03,UBER * EATS * CARD * PAYMENT,-31.48,eating_out
2026-06-28,VISION EXPRESS OXFORD ST,-50.23,health_fitness
2026-06-26,TRAINLINE  UK CARD PAYMENT,-35.66,transport
2026-01-17,UBER EATS OXFORD ST REF 60191 CARD PAYMENT,-59.53,eating_out
2026-01-27,DENTAL  PRACTICE  CAMDEN CARD PAYMENT,-115.62,health_fitness
2026-03-21,theatre  tickets  victoria  ref  222493 card payment,-20.83,entertainment
2026-01-21,waitrose supermarket london ref 381612,-84.39,groceries
2026-01-16,disney plus camden,-5.71,subscriptions
2026-04-23,NETFLIX.COM REF 974128,-9.88,subscriptions
2026-06-01,PUREGYM MEMBERSHIP VICTORIA REF 14765,-44.15,health_fitness
2026-03-06,sky store movie london ref 379526 card payment,-43.73,entertainment
2026-03-16,AMAZON PRIME UK REF 330159,-19.48,subscriptions
2026-03-16,BOWLING * LONDON * ONLINE,-29.35,entertainment
2026-05-22,AMAZON  MARKETPLACE  OXFORD  ST  REF  32127,-36.14,shopping
2026-06-14,SPORTS MASSAGE CLINIC REF 179688,-27.16,health_fitness
2026-01-31,WAITROSE  SUPERMARKET  BIRMINGHAM  REF  533496 CARD PAYMENT,-28.46,groceries
2026-05-25,SPOTIFY  UK  LONDON CARD PAYMENT,-13.35,subscriptions
2026-06-22,AMAZON *  * PRIME *  * UK *  * LONDON,-4.87,subscriptions
2026-04-22,steam  games  online  ref  90755,-87.15,entertainment
2026-02-02,amazon marketplace card payment,-60.17,shopping
2026-05-01,ASDA GROCERIES REF 466776,-28.81,groceries
2026-06-28,TRAINLINE * REF * 370412,-36.45,transport
2026-01-19,EE MOBILE,-87.74,bills
2026-01-27,EDF * ENERGY * BILL * VICTORIA * REF * 654004,-28.43,bills
2026-03-16,O2 MOBILE BILL REF 680956,-53.27,bills
2026-02-06,APPLE ICLOUD MANCHESTER REF 785645,-25.84,subscriptions
2026-02-10,ARGOS ONLINE CARD PAYMENT,-66.56,shopping
2026-04-16,DISNEY *  * PLUS *  * UK,-24.63,subscriptions
2026-04-22,british gas camden,-161.74,bills
2026-05-08,BRITISH  GAS  VICTORIA CARD PAYMENT,-73.29,bills
2026-01-10,MICROSOFT 365 LONDON,-7.96,subscriptions
2026-03-05,spotify uk,-2.12,subscriptions
2026-04-18,DELIVEROO ORDER REF 453259,-45.31,eating_out
2026-05-31,ODEON  CINEMA  REF  662770 CARD PAYMENT,-44.68,entertainment
2026-06-05,STEAM  GAMES  UK CARD PAYMENT,-7.68,entertainment
2026-06-08,WAGAMAMA  REF  608488 CARD PAYMENT,-5.16,eating_out
2026-06-12,INTEREST PAID ONLINE REF 799679,959.98,income
2026-01-21,tfl travel charge camden,-6.03,transport
2026-06-21,next * retail * ref * 664049,-83.38,shopping
2026-02-23,GO  APE  ACTIVITY  CAMDEN  REF  597337,-88.61,entertainment
2026-03-25,SKY * STORE * MOVIE * CARD * PAYMENT,-19.02,entertainment
2026-06-26,O2  MOBILE  BILL  CAMDEN CARD PAYMENT,-100.68,bills
2026-02-23,AMAZON MARKETPLACE MANCHESTER REF 415507,-141.74,shopping
2026-01-20,netflix.com online ref 864684,-18.41,subscriptions
2026-01-16,COUNCIL TAX PAYMENT BIRMINGHAM,-64.6,bills
2026-03-13,APPLE * ICLOUD * BIRMINGHAM * REF * 493085,-8.74,subscriptions
2026-04-17,EDF ENERGY BILL REF 516276,-80.94,bills
2026-05-02,BOOTS UK REF 948480 CARD PAYMENT,-116.45,shopping
2026-02-07,ARGOS *  * CAMDEN *  * REF *  * 260662,-78.15,shopping
2026-06-27,MICROSOFT 365 REF 122414,-6.29,subscriptions
2026-03-31,SALARY PAYMENT,1814.25,income
2026-01-31,BOOTS  UK  REF  883544 CARD PAYMENT,-151.76,shopping
2026-05-31,H&M CLOTHING OXFORD ST REF 971657,-56.17,shopping
2026-01-21,BANK  TRANSFER  RECEIVED  REF  732618,1716.08,income
2026-02-22,ZIPCAR UK,-59.51,transport
2026-03-30,O2  MOBILE  BILL  CAMDEN,-138.83,bills
2026-01-26,ASDA GROCERIES BIRMINGHAM REF 775483,-32.62,groceries
2026-02-07,PRET  A  MANGER  OXFORD  ST,-20.94,eating_out
2026-03-03,WAGAMAMA VICTORIA REF 586616,-25.86,eating_out
2026-01-24,PRET A MANGER ONLINE,-19.59,eating_out
2026-01-14,STARBUCKS COFFEE BIRMINGHAM REF 516138 CARD PAYMENT,-52.69,eating_out
2026-01-26,MICROSOFT * 365 * MANCHESTER * CARD * PAYMENT,-22.26,subscriptions
2026-05-26,ARGOS CARD PAYMENT,-29.11,shopping
2026-06-01,PRET  A  MANGER  BIRMINGHAM  REF  664393,-14.41,eating_out
2026-01-20,DISNEY  PLUS  LONDON  REF  335198 CARD PAYMENT,-6.51,subscriptions
2026-06-22,MORRISONS BIRMINGHAM REF 820488,-82.1,groceries
2026-05-20,BOOTS PHARMACY REF 270232 CARD PAYMENT,-46.81,health_fitness
2026-04-17,JOHN LEWIS ONLINE CAMDEN,-152.17,shopping
2026-05-21,BONUS  PAYMENT,1464.63,income
2026-02-23,EDF  ENERGY  BILL  UK  REF  276617,-102.31,bills
2026-02-23,CAFFE *  * NERO *  * UK *  * REF *  * 142677 * CARD * PAYMENT,-56.4,eating_out
2026-06-19,JOHN LEWIS ONLINE OXFORD ST,-50.95,shopping
2026-01-24,WAGAMAMA MANCHESTER REF 313453,-44.1,eating_out
2026-02-07,SPORTS MASSAGE CLINIC,-21.86,health_fitness
2026-03-28,MICROSOFT * 365 * MANCHESTER,-13.22,subscriptions
2026-06-09,pharmacy prescription,-38.45,health_fitness
2026-02-06,amazon *  * marketplace *  * camden *  * ref *  * 554545,-35.22,shopping
2026-06-20,uber *  * eats,-47.19,eating_out
2026-04-30,ALDI STORE BIRMINGHAM REF 770440,-75.39,groceries
2026-04-03,BOOTS UK REF 450653,-129.19,shopping
2026-03-08,STEAM GAMES REF 871168,-27.92,entertainment
2026-02-03,THAMES *  * WATER *  * MANCHESTER *  * REF *  * 782519,-144.94,bills
2026-05-09,SKY STORE MOVIE OXFORD ST,-42.56,entertainment
2026-06-02,WAITROSE SUPERMARKET CAMDEN REF 519317 CARD PAYMENT,-37.61,groceries
2026-02-19,WAITROSE SUPERMARKET CAMDEN,-28.06,groceries
2026-05-13,zipcar  uk  birmingham  ref  418368,-16.4,transport
2026-01-06,NEXT RETAIL,-16.75,shopping
2026-06-16,UBER  TRIP  HELP.UBER.COM  UK  REF  966659,-48.67,transport
2026-01-08,BP *  * FUEL *  * CAMDEN,-34.11,transport
2026-01-26,bank  transfer  received,1557.87,income
2026-06-30,STEAM GAMES,-16.51,entertainment
2026-02-15,pret *  * a *  * manger *  * victoria *  * ref *  * 989181 * card * payment,-45.36,eating_out
2026-02-18,FREELANCE *  * PAYMENT *  * LONDON,2573.75,income
2026-03-20,VIRGIN MEDIA BILL OXFORD ST REF 846197 CARD PAYMENT,-147.48,bills
2026-03-16,SHELL PETROL STATION BIRMINGHAM REF 633512 CARD PAYMENT,-72.75,transport
2026-01-27,BONUS PAYMENT BIRMINGHAM REF 114992 CARD PAYMENT,1593.55,income
2026-02-26,amazon  prime  uk  ref  773519,-22.34,subscriptions
2026-04-26,SKY  STORE  MOVIE  CAMDEN  REF  58159,-89.25,entertainment
2026-05-26,interest * paid * online * ref * 292835,1498.88,income
2026-06-25,STEAM GAMES REF 514682,-92.1,entertainment
2026-06-28,NATIONAL  RAIL  TICKET  REF  983683,-68.84,transport
2026-03-11,INTEREST PAID REF 599254,1961.74,income
2026-04-03,WAGAMAMA  MANCHESTER  REF  961528,-23.01,eating_out
2026-05-19,VIRGIN MEDIA BILL BIRMINGHAM REF 328557,-46.48,bills
2026-06-27,TICKETMASTER UK REF 490518,-67.33,entertainment
2026-04-09,bowling * london * victoria,-49.53,entertainment
2026-05-18,AMAZON * PRIME * UK * ONLINE * REF * 808557 * CARD * PAYMENT,-13.38,subscriptions
2026-04-28,INTEREST *  * PAID *  * OXFORD *  * ST *  * REF *  * 236745,2137.54,income
2026-05-04,H&M  CLOTHING  REF  397065,-124.05,shopping
2026-05-05,salary payment ref 615239,2343.86,income
2026-01-25,microsoft 365 oxford st ref 534447 card payment,-16.39,subscriptions
2026-05-06,SHELL  PETROL  STATION  REF  813609,-68.99,transport
2026-01-09,SHELL  PETROL  STATION  ONLINE,-64.79,transport
2026-01-15,ZARA ONLINE MANCHESTER REF 999417 CARD PAYMENT,-14.08,shopping
2026-04-21,INTEREST PAID VICTORIA,1886.21,income
2026-04-15,ZARA  ONLINE  MANCHESTER  REF  854929 CARD PAYMENT,-38.78,shopping
2026-06-24,UBER TRIP HELP.UBER.COM VICTORIA REF 329993,-51.66,transport
2026-03-18,TRAINLINE  REF  508699 CARD PAYMENT,-73.05,transport
2026-06-22,MORRISONS UK REF 241044,-94.96,groceries
2026-02-01,ODEON  CINEMA  MANCHESTER  REF  260214,-10.84,entertainment
2026-03-10,DELIVEROO  ORDER  MANCHESTER CARD PAYMENT,-31.7,eating_out
2026-02-24,lidl  gb  victoria  ref  324401,-34.22,groceries
2026-02-16,uber * eats * victoria * ref * 118955,-56.96,eating_out
2026-03-15,ZIPCAR UK ONLINE,-54.96,transport
2026-04-28,BANK  TRANSFER  RECEIVED  REF  717189,148.16,income
2026-02-13,BRITISH GAS MANCHESTER REF 368335,-113.98,bills
2026-02-23,NEXT RETAIL REF 545107,-123.03,shopping
2026-03-14,SAINSBURYS * LOCAL * REF * 504935,-82.05,groceries
2026-05-12,ZIPCAR UK OXFORD ST REF 626850,-22.25,transport
2026-05-09,puregym  membership  ref  754362 card payment,-87.63,health_fitness
2026-02-25,SHELL  PETROL  STATION  REF  922777 CARD PAYMENT,-72.6,transport
2026-04-29,VISION  EXPRESS  REF  895498,-30.65,health_fitness
2026-03-11,ASDA  GROCERIES,-48.22,groceries
2026-02-07,ee  mobile,-179.33,bills
2026-04-18,trainline  camden  ref  714793,-34.75,transport
2026-03-12,COUNCIL TAX PAYMENT LONDON,-114.05,bills
2026-04-29,LIDL  GB CARD PAYMENT,-47.22,groceries
2026-04-08,ARGOS OXFORD ST,-66.55,shopping
2026-04-27,JOHN LEWIS ONLINE CAMDEN REF 894766 CARD PAYMENT,-84.97,shopping
2026-03-14,UBER  EATS  REF  511622 CARD PAYMENT,-40.22,eating_out
2026-04-10,WAGAMAMA  REF  928533,-54.77,eating_out
2026-05-16,DELIVEROO ORDER BIRMINGHAM REF 391527,-49.95,eating_out
2026-01-01,REFUND AMAZON REF 930580,2267.85,income
2026-01-14,BRITISH GAS LONDON CARD PAYMENT,-80.87,bills
2026-06-26,SPORTS  MASSAGE  CLINIC  BIRMINGHAM  REF  392246,-102.19,health_fitness
2026-06-25,CAFFE  NERO,-22.92,eating_out
2026-02-18,THEATRE TICKETS LONDON,-69.78,entertainment
2026-03-20,O2 MOBILE BILL MANCHESTER REF 434672,-28.75,bills
2026-04-29,pret a manger,-24.85,eating_out
2026-01-25,ZIPCAR UK ONLINE REF 898734,-31.86,transport
2026-01-30,ARGOS,-11.61,shopping
2026-01-17,BRITISH GAS CAMDEN,-74.71,bills
2026-06-16,TFL TRAVEL CHARGE REF 578086 CARD PAYMENT,-37.25,transport
2026-06-07,thames  water card payment,-156.45,bills
2026-01-22,UBER  EATS  OXFORD  ST  REF  673465,-15.94,eating_out
2026-06-06,BONUS  PAYMENT  ONLINE CARD PAYMENT,2557.81,income
2026-06-08,netflix.com ref 827394,-9.04,subscriptions
2026-06-10,ALDI * STORE * LONDON,-73.81,groceries
2026-04-19,UBER * EATS * ONLINE * REF * 657470,-13.04,eating_out
2026-03-17,bonus payment uk ref 357687,2868.44,income
2026-04-25,tfl travel charge ref 804265,-45.76,transport
2026-03-01,NATIONAL RAIL TICKET BIRMINGHAM CARD PAYMENT,-10.03,transport
2026-03-08,NANDOS LONDON BIRMINGHAM,-48.85,eating_out
2026-03-23,BOOTS * UK * REF * 152448 * CARD * PAYMENT,-114.15,shopping
2026-03-15,NETFLIX.COM,-24.51,subscriptions
2026-05-22,ASDA GROCERIES,-40.93,groceries
2026-05-14,SPORTS MASSAGE CLINIC,-67.38,health_fitness
2026-01-09,puregym  membership  birmingham  ref  69492 card payment,-28.2,health_fitness
2026-03-17,PRET * A * MANGER * BIRMINGHAM,-18.8,eating_out
2026-06-24,ASDA  GROCERIES  REF  835816,-43.85,groceries
2026-05-13,UBER TRIP HELP.UBER.COM ONLINE REF 813617,-53.82,transport
2026-01-30,WAITROSE  SUPERMARKET CARD PAYMENT,-81.2,groceries
2026-04-29,CASHBACK REWARD OXFORD ST REF 499705 CARD PAYMENT,1335.93,income
2026-05-02,next  retail  birmingham  ref  480946,-41.9,shopping
2026-01-06,HOLLAND  AND  BARRETT  REF  753170,-114.53,health_fitness
2026-06-25,BP FUEL REF 686436 CARD PAYMENT,-14.5,transport
2026-01-29,INTEREST PAID REF 354371,971.67,income
2026-01-24,NANDOS  LONDON  LONDON,-40.74,eating_out
2026-01-30,sainsburys  local  manchester,-60.83,groceries
2026-02-10,lidl gb oxford st ref 327775,-12.58,groceries
2026-01-18,SKY STORE MOVIE ONLINE,-19.48,entertainment
2026-02-09,BOWLING LONDON REF 805246,-13.13,entertainment
2026-02-21,CAFFE * NERO * REF * 528191,-63.14,eating_out
2026-01-21,SALARY PAYMENT OXFORD ST REF 639953,2940.9,income
2026-03-15,netflix.com * birmingham,-23.83,subscriptions
2026-05-06,john lewis online,-46.13,shopping
2026-01-25,ODEON CINEMA ONLINE REF 500967,-107.46,entertainment
2026-05-03,COUNCIL *  * TAX *  * PAYMENT,-171.78,bills
2026-02-11,PUREGYM  MEMBERSHIP  REF  790762 CARD PAYMENT,-66.58,health_fitness
2026-02-21,bank transfer received manchester,2540.13,income
2026-04-27,SPORTS  MASSAGE  CLINIC  CAMDEN  REF  333697,-18.15,health_fitness
2026-04-17,STEAM GAMES CARD PAYMENT,-6.03,entertainment
2026-06-15,O2 MOBILE BILL REF 562307,-123.0,bills
2026-05-08,TFL TRAVEL CHARGE REF 420453,-38.73,transport
2026-04-16,aldi store camden ref 190630,-46.08,groceries
2026-04-15,WAGAMAMA REF 902163,-50.77,eating_out
2026-05-25,sainsburys  local  birmingham,-47.87,groceries
2026-01-14,WAITROSE  SUPERMARKET  VICTORIA CARD PAYMENT,-48.63,groceries
2026-01-12,tfl travel charge oxford st ref 552613,-65.88,transport
2026-03-16,SHELL  PETROL  STATION  OXFORD  ST  REF  112341,-9.97,transport
2026-04-30,VIRGIN MEDIA BILL,-75.17,bills
2026-05-25,SPOTIFY * UK * OXFORD * ST,-28.53,subscriptions
2026-05-06,FREELANCE PAYMENT BIRMINGHAM,855.24,income
2026-05-27,H&M CLOTHING,-28.13,shopping
2026-01-12,ODEON CINEMA CARD PAYMENT,-61.75,entertainment
2026-01-05,UBER * TRIP * HELP.UBER.COM * LONDON * REF * 670989,-45.97,transport
2026-03-19,british  gas  ref  417379 card payment,-45.94,bills
2026-02-08,TRAINLINE VICTORIA REF 362145,-32.98,transport
2026-05-24,uber trip help.uber.com victoria,-30.64,transport
2026-05-10,LIDL GB VICTORIA,-61.3,groceries
2026-05-31,STEAM * GAMES,-82.75,entertainment
2026-02-22,BOWLING  LONDON  UK,-11.24,entertainment
2026-03-19,NATIONAL RAIL TICKET REF 298846,-12.01,transport
2026-06-14,HOLLAND AND BARRETT UK REF 3342,-112.31,health_fitness
2026-03-28,sky  store  movie  camden  ref  693482,-68.92,entertainment
2026-03-22,O2 MOBILE BILL OXFORD ST REF 854715,-137.37,bills
2026-01-03,THAMES WATER MANCHESTER,-107.93,bills
2026-01-09,VISION * EXPRESS * CAMDEN * REF * 787372,-71.84,health_fitness
2026-06-20,MICROSOFT 365 ONLINE CARD PAYMENT,-10.05,subscriptions
2026-05-21,COUNCIL TAX PAYMENT REF 618466,-26.02,bills
2026-01-19,PRET A MANGER OXFORD ST CARD PAYMENT,-40.43,eating_out
2026-04-17,UBER TRIP HELP.UBER.COM OXFORD ST,-22.35,transport
2026-01-14,WAGAMAMA UK REF 369948,-46.41,eating_out
2026-04-28,BOOTS UK UK REF 864428 CARD PAYMENT,-119.99,shopping
2026-05-30,BOOTS  UK  MANCHESTER,-61.32,shopping
2026-04-26,DENTAL PRACTICE MANCHESTER REF 397129,-108.41,health_fitness
2026-04-22,H&M CLOTHING LONDON CARD PAYMENT,-125.86,shopping
2026-03-04,FREELANCE  PAYMENT CARD PAYMENT,42.19,income
2026-04-10,JOHN *  * LEWIS *  * ONLINE *  * VICTORIA,-103.54,shopping
2026-03-21,O2  MOBILE  BILL  MANCHESTER  REF  933378,-114.52,bills
2026-06-29,SAINSBURYS LOCAL MANCHESTER REF 429361,-69.51,groceries
2026-04-13,BONUS  PAYMENT  VICTORIA,124.52,income
2026-06-06,BANK  TRANSFER  RECEIVED,25.29,income
2026-06-17,BOOTS PHARMACY REF 519213,-43.35,health_fitness
2026-04-30,SKY * STORE * MOVIE * REF * 274698,-92.59,entertainment
2026-06-17,JOHN LEWIS ONLINE CARD PAYMENT,-103.11,shopping
2026-06-28,UBER EATS REF 494515,-53.39,eating_out
2026-06-25,LIDL  GB  MANCHESTER  REF  605596 CARD PAYMENT,-78.17,groceries
2026-06-16,LIDL GB BIRMINGHAM REF 262941 CARD PAYMENT,-16.52,groceries
2026-04-18,FREELANCE * PAYMENT,26.73,income
2026-03-03,MORRISONS CARD PAYMENT,-56.3,groceries
2026-02-27,UBER * EATS * MANCHESTER,-28.52,eating_out
2026-04-24,UBER * TRIP * HELP.UBER.COM * REF * 402451 * CARD * PAYMENT,-29.71,transport
2026-02-21,PUREGYM MEMBERSHIP ONLINE REF 468423 CARD PAYMENT,-88.42,health_fitness
2026-06-07,COUNCIL TAX PAYMENT VICTORIA REF 326469,-59.69,bills
2026-06-11,LIDL  GB  REF  576898,-10.51,groceries
2026-01-20,ODEON CINEMA BIRMINGHAM,-83.93,entertainment
2026-06-26,ZARA * ONLINE * BIRMINGHAM,-85.36,shopping
2026-05-12,pharmacy prescription birmingham,-101.53,health_fitness
2026-01-18,O2 MOBILE BILL VICTORIA CARD PAYMENT,-164.12,bills
2026-02-01,DELIVEROO  ORDER  REF  444473 CARD PAYMENT,-36.13,eating_out
2026-02-19,ee *  * mobile *  * manchester *  * ref *  * 70918,-41.59,bills
2026-05-19,TESCO STORE LONDON VICTORIA REF 247205 CARD PAYMENT,-72.65,groceries
2026-04-24,NETFLIX.COM * UK * REF * 884788,-5.76,subscriptions
2026-03-11,WAGAMAMA  MANCHESTER,-52.79,eating_out
2026-04-29,VISION * EXPRESS * CAMDEN * REF * 815617,-19.31,health_fitness
2026-03-01,SKY  STORE  MOVIE  REF  256421,-36.52,entertainment
2026-06-07,STEAM GAMES BIRMINGHAM,-95.23,entertainment
2026-05-09,COUNCIL  TAX  PAYMENT  REF  237706,-61.7,bills
2026-06-25,theatre tickets manchester ref 478131,-5.88,entertainment
2026-06-24,AUDIBLE  UK  MANCHESTER  REF  153386 CARD PAYMENT,-29.54,subscriptions
2026-02-28,THAMES  WATER  CAMDEN,-121.96,bills
2026-01-26,PRET A MANGER MANCHESTER CARD PAYMENT,-34.86,eating_out
2026-05-27,apple *  * icloud *  * oxford *  * st *  * ref *  * 938942,-3.39,subscriptions
2026-04-03,BONUS PAYMENT UK CARD PAYMENT,1115.7,income
2026-04-21,WAITROSE * SUPERMARKET * MANCHESTER * CARD * PAYMENT,-56.07,groceries
2026-06-11,DENTAL PRACTICE CARD PAYMENT,-80.86,health_fitness
2026-05-03,CAFFE * NERO * BIRMINGHAM,-8.83,eating_out
2026-01-19,UBER TRIP HELP.UBER.COM MANCHESTER REF 418500,-62.28,transport
2026-02-05,THAMES * WATER * CAMDEN,-138.98,bills
2026-01-31,NANDOS LONDON,-5.75,eating_out
2026-05-19,APPLE ICLOUD REF 42814,-12.8,subscriptions
2026-05-06,NATIONAL RAIL TICKET ONLINE REF 687406,-55.1,transport
2026-02-05,amazon prime uk birmingham ref 425035,-4.85,subscriptions
2026-02-06,NEXT * RETAIL * REF * 194194 * CARD * PAYMENT,-93.2,shopping
2026-03-18,INTEREST PAID CARD PAYMENT,2854.55,income
2026-01-22,shell  petrol  station  birmingham,-28.95,transport
2026-03-16,spotify  uk  ref  136193,-3.28,subscriptions
2026-06-25,MORRISONS * REF * 395976,-90.4,groceries
2026-04-01,JOHN * LEWIS * ONLINE * UK * CARD * PAYMENT,-104.05,shopping
2026-05-25,BP FUEL BIRMINGHAM CARD PAYMENT,-27.31,transport
2026-01-14,DELIVEROO  ORDER  OXFORD  ST,-44.4,eating_out
2026-06-29,NANDOS LONDON LONDON,-16.09,eating_out
2026-03-08,PHARMACY  PRESCRIPTION  ONLINE  REF  841089 CARD PAYMENT,-92.65,health_fitness
2026-03-03,theatre tickets manchester ref 909989,-78.18,entertainment
2026-05-08,PHARMACY  PRESCRIPTION,-20.69,health_fitness
2026-06-15,amazon  prime  uk  ref  775415,-5.88,subscriptions
2026-01-10,DENTAL PRACTICE REF 370221,-10.14,health_fitness
2026-05-07,caffe  nero card payment,-29.38,eating_out
2026-01-12,SALARY PAYMENT CARD PAYMENT,2692.51,income
2026-05-30,AMAZON PRIME UK CAMDEN CARD PAYMENT,-19.46,subscriptions
2026-04-15,SPORTS MASSAGE CLINIC CAMDEN REF 330748,-16.2,health_fitness
2026-06-12,john  lewis  online  camden,-14.34,shopping
2026-05-16,HOLLAND AND BARRETT ONLINE REF 597831,-21.11,health_fitness
2026-03-02,REFUND AMAZON CAMDEN,1113.83,income
2026-01-24,NATIONAL  RAIL  TICKET,-33.9,transport
2026-04-14,MORRISONS CAMDEN,-92.41,groceries
2026-06-12,THEATRE  TICKETS  UK CARD PAYMENT,-22.44,entertainment
2026-01-03,SPORTS MASSAGE CLINIC,-19.67,health_fitness
2026-04-16,DISNEY *  * PLUS,-25.67,subscriptions
2026-04-06,TFL  TRAVEL  CHARGE  REF  253674,-31.58,transport
2026-03-08,EE  MOBILE  REF  495078 CARD PAYMENT,-106.11,bills
2026-01-23,ee mobile,-162.94,bills
2026-02-02,dental  practice  victoria,-42.15,health_fitness
2026-02-26,THEATRE TICKETS,-96.57,entertainment
2026-04-16,AMAZON  PRIME  UK  MANCHESTER  REF  826250 CARD PAYMENT,-29.13,subscriptions
2026-04-20,REFUND AMAZON OXFORD ST CARD PAYMENT,1882.56,income
2026-03-22,BOWLING *  * LONDON *  * LONDON * CARD * PAYMENT,-34.67,entertainment
2026-03-16,UBER TRIP HELP.UBER.COM CAMDEN REF 94972 CARD PAYMENT,-30.74,transport
2026-06-03,NEXT RETAIL MANCHESTER REF 393716 CARD PAYMENT,-45.71,shopping
2026-06-08,DISNEY PLUS CAMDEN,-20.97,subscriptions
2026-04-08,AMAZON PRIME UK CAMDEN REF 928625 CARD PAYMENT,-2.55,subscriptions
2026-06-17,APPLE  ICLOUD,-14.08,subscriptions
2026-04-03,ZIPCAR UK REF 260486,-41.03,transport
2026-04-27,CAFFE  NERO  REF  702534,-5.49,eating_out
2026-04-25,THAMES * WATER * MANCHESTER * CARD * PAYMENT,-63.84,bills
2026-01-21,SPOTIFY * UK * REF * 598062,-7.05,subscriptions
2026-05-31,WAGAMAMA  REF  444410 CARD PAYMENT,-28.91,eating_out
2026-06-17,PHARMACY * PRESCRIPTION * CAMDEN * REF * 783233,-59.9,health_fitness
2026-04-15,HOLLAND AND BARRETT REF 754367,-113.96,health_fitness
2026-03-19,CAFFE * NERO * BIRMINGHAM * REF * 873712,-54.91,eating_out
2026-05-09,deliveroo order london,-56.43,eating_out
2026-06-07,ASDA *  * GROCERIES *  * UK *  * REF *  * 40434,-82.41,groceries
2026-01-29,nandos london ref 85064 card payment,-14.05,eating_out
2026-01-02,DISNEY PLUS VICTORIA CARD PAYMENT,-9.22,subscriptions
